% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Darn_that_dream_score

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE string numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE keyMode {  }
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { A7 B5 B7 B9 Bb7 C6 C7 D7 E E7 Eb6 Eb7 F7 G G6 G7 }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { 5 6 7 9 mayor }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n y }
@ATTRIBUTE mtr { s ss ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Darn_that_dream.xml }

@data
0.000000,0.997917,2.000000,43.000000,80.000000,0.000000,0.855357,1.000000,0.000000,0.000000,0.997917,0.855357,0.000000,0.000000,0.000000,7.000000,3.000000,24.000000,11.000000,1.000000,,0.000000,G6,7.000000,6,0.000000,y,ss,IR,P,P,70.000000,i,Darn_that_dream.xml
0.000000,0.997917,2.000000,54.000000,80.000000,0.000000,0.855357,1.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,6.000000,3.000000,-11.000000,5.000000,1.000000,,1.000000,G6,7.000000,6,1.000000,n,ss,P,P,SB,70.000000,m,Darn_that_dream.xml
0.000000,0.997917,2.000000,59.000000,80.000000,0.000000,0.855357,1.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.000000,0.000000,11.000000,3.000000,-5.000000,3.000000,1.000000,,4.000000,G6,7.000000,6,4.000000,y,ss,P,SB,VR,70.000000,m,Darn_that_dream.xml
0.000000,0.997917,2.000000,62.000000,80.000000,0.000000,0.855357,1.000000,0.997917,0.855357,0.997917,0.855357,0.000000,0.857143,0.000000,2.000000,3.000000,-3.000000,5.000000,1.000000,,5.000000,G6,7.000000,6,5.000000,n,ss,SB,VR,SA,70.000000,m,Darn_that_dream.xml
1.000000,0.997917,2.000000,67.000000,80.000000,0.857143,0.855357,1.000000,0.997917,0.855357,1.497917,1.283929,0.000000,1.714286,1.000000,7.000000,0.000000,-5.000000,-21.000000,1.000000,,0.000000,G6,7.000000,6,0.000000,y,ww,VR,SA,IR,70.000000,f,Darn_that_dream.xml
2.000000,1.497917,2.000000,46.000000,80.000000,1.714286,1.283929,1.000000,0.997917,0.855357,1.497917,1.283929,0.857143,1.714286,2.000000,10.000000,3.000000,21.000000,9.000000,1.000000,,3.000000,G6,7.000000,6,3.000000,n,ww,SA,IR,P,70.000000,i,Darn_that_dream.xml
2.000000,1.497917,2.000000,55.000000,80.000000,1.714286,1.283929,1.000000,1.497917,1.283929,1.497917,1.283929,1.714286,1.714286,2.000000,7.000000,3.000000,-9.000000,6.000000,1.000000,,0.000000,G6,7.000000,6,0.000000,y,ww,IR,P,SB,70.000000,m,Darn_that_dream.xml
2.000000,1.497917,2.000000,61.000000,80.000000,1.714286,1.283929,1.000000,1.497917,1.283929,1.497917,1.283929,1.714286,1.714286,2.000000,1.000000,3.000000,-6.000000,2.000000,1.000000,,6.000000,G6,7.000000,6,6.000000,n,ww,P,SB,VR,70.000000,m,Darn_that_dream.xml
2.000000,1.497917,2.000000,63.000000,80.000000,1.714286,1.283929,1.000000,1.497917,1.283929,0.497917,0.426786,1.714286,3.000001,2.000000,3.000000,3.000000,-2.000000,1.000000,1.000000,,4.000000,G6,7.000000,6,4.000000,y,ww,SB,VR,IR,70.000000,f,Darn_that_dream.xml
3.500000,0.497917,2.000000,64.000000,80.000000,3.000001,0.426786,1.000000,1.497917,1.283929,0.997917,0.855357,1.714286,3.428572,3.500000,4.000000,0.000000,-1.000000,-19.000000,1.000000,,3.000000,Bb7,11.000000,7,7.000000,y,ww,VR,IR,P,70.000000,i,Darn_that_dream.xml
4.000000,0.997917,2.000000,45.000000,80.000000,3.428572,0.855357,2.000000,0.497917,0.426786,0.997917,0.855357,3.000001,3.428572,0.000000,9.000000,3.000000,19.000000,10.000000,1.000000,,2.000000,Eb7,4.000000,7,5.000000,n,ss,IR,P,P,70.000000,i,Darn_that_dream.xml
4.000000,0.997917,2.000000,55.000000,80.000000,3.428572,0.855357,2.000000,0.997917,0.855357,0.997917,0.855357,3.428572,3.428572,0.000000,7.000000,3.000000,-10.000000,5.000000,1.000000,,0.000000,Eb7,4.000000,7,3.000000,n,ss,P,P,SB,70.000000,m,Darn_that_dream.xml
4.000000,0.997917,2.000000,60.000000,80.000000,3.428572,0.855357,2.000000,0.997917,0.855357,0.997917,0.855357,3.428572,3.428572,0.000000,0.000000,3.000000,-5.000000,4.000000,1.000000,,7.000000,Eb7,4.000000,7,4.000000,y,ss,P,SB,VR,70.000000,m,Darn_that_dream.xml
4.000000,0.997917,2.000000,64.000000,80.000000,3.428572,0.855357,2.000000,0.997917,0.855357,0.997917,0.855357,3.428572,4.285715,0.000000,4.000000,3.000000,-4.000000,5.000000,1.000000,,3.000000,Eb7,4.000000,7,0.000000,y,ss,SB,VR,SA,70.000000,m,Darn_that_dream.xml
5.000000,0.997917,2.000000,69.000000,80.000000,4.285715,0.855357,2.000000,0.997917,0.855357,1.497917,1.283929,3.428572,5.142858,1.000000,9.000000,0.000000,-5.000000,-22.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,VR,SA,IR,70.000000,f,Darn_that_dream.xml
6.000000,1.497917,2.000000,47.000000,80.000000,5.142858,1.283929,2.000000,0.997917,0.855357,1.497917,1.283929,4.285715,5.142858,2.000000,11.000000,3.000000,22.000000,10.000000,1.000000,,4.000000,A7,9.000000,7,2.000000,n,ww,SA,IR,P,70.000000,i,Darn_that_dream.xml
6.000000,1.497917,2.000000,57.000000,80.000000,5.142858,1.283929,2.000000,1.497917,1.283929,1.497917,1.283929,5.142858,5.142858,2.000000,9.000000,3.000000,-10.000000,6.000000,1.000000,,2.000000,A7,9.000000,7,0.000000,y,ww,IR,P,SB,70.000000,m,Darn_that_dream.xml
6.000000,1.497917,2.000000,63.000000,80.000000,5.142858,1.283929,2.000000,1.497917,1.283929,1.497917,1.283929,5.142858,5.142858,2.000000,3.000000,3.000000,-6.000000,2.000000,1.000000,,4.000000,A7,9.000000,7,6.000000,n,ww,P,SB,VR,70.000000,m,Darn_that_dream.xml
6.000000,1.497917,2.000000,65.000000,80.000000,5.142858,1.283929,2.000000,1.497917,1.283929,0.497917,0.426786,5.142858,6.428573,2.000000,5.000000,3.000000,-2.000000,1.000000,1.000000,,2.000000,A7,9.000000,7,4.000000,y,ww,SB,VR,IR,70.000000,f,Darn_that_dream.xml
7.500000,0.497917,2.000000,66.000000,80.000000,6.428573,0.426786,2.000000,1.497917,1.283929,0.997917,0.855357,5.142858,6.857144,3.500000,6.000000,0.000000,-1.000000,-14.000000,1.000000,,1.000000,B7,11.000000,7,5.000000,n,ww,VR,IR,P,70.000000,i,Darn_that_dream.xml
8.000000,0.997917,2.000000,52.000000,80.000000,6.857144,0.855357,3.000000,0.497917,0.426786,0.997917,0.855357,6.428573,6.857144,0.000000,4.000000,3.000000,14.000000,7.000000,1.000000,,3.000000,B7,11.000000,7,7.000000,y,ww,IR,P,P,70.000000,m,Darn_that_dream.xml
8.000000,0.997917,2.000000,59.000000,80.000000,6.857144,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,6.857144,6.857144,0.000000,11.000000,3.000000,-7.000000,3.000000,1.000000,,4.000000,B7,11.000000,7,0.000000,y,ww,P,P,IP,70.000000,m,Darn_that_dream.xml
8.000000,0.997917,2.000000,62.000000,80.000000,6.857144,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,6.857144,6.857144,0.000000,2.000000,3.000000,-3.000000,5.000000,1.000000,,5.000000,B7,11.000000,7,9.000000,n,ww,P,IP,VP,70.000000,m,Darn_that_dream.xml
8.000000,0.997917,2.000000,67.000000,80.000000,6.857144,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,6.857144,7.714287,0.000000,7.000000,3.000000,-5.000000,4.000000,1.000000,,0.000000,B7,11.000000,7,4.000000,y,ww,IP,VP,VR,70.000000,m,Darn_that_dream.xml
9.000000,0.997917,2.000000,71.000000,80.000000,7.714287,0.855357,3.000000,0.997917,0.855357,0.497917,0.426786,6.857144,8.571430,1.000000,11.000000,0.000000,-4.000000,-3.000000,1.000000,,4.000000,E,4.000000,mayor,7.000000,n,ww,VP,VR,IR,70.000000,m,Darn_that_dream.xml
10.000000,0.497917,2.000000,68.000000,80.000000,8.571430,0.426786,3.000000,0.997917,0.855357,0.997917,0.855357,7.714287,8.571430,2.000000,8.000000,0.000000,3.000000,-14.000000,1.000000,,1.000000,E,4.000000,mayor,4.000000,n,ww,VR,IR,P,70.000000,m,Darn_that_dream.xml
10.000000,0.997917,2.000000,54.000000,80.000000,8.571430,0.855357,3.000000,0.497917,0.426786,0.997917,0.855357,8.571430,8.571430,2.000000,6.000000,2.000000,14.000000,6.000000,1.000000,,1.000000,E,4.000000,mayor,2.000000,n,ww,IR,P,P,70.000000,m,Darn_that_dream.xml
10.000000,0.997917,2.000000,60.000000,80.000000,8.571430,0.855357,3.000000,0.997917,0.855357,0.997917,0.855357,8.571430,8.571430,2.000000,0.000000,2.000000,-6.000000,4.000000,1.000000,,7.000000,E,4.000000,mayor,4.000000,n,ww,P,P,P,70.000000,m,Darn_that_dream.xml
10.000000,0.997917,2.000000,64.000000,80.000000,8.571430,0.855357,3.000000,0.997917,0.855357,0.497917,0.426786,8.571430,9.000002,2.000000,4.000000,2.000000,-4.000000,5.000000,1.000000,,3.000000,E,4.000000,mayor,0.000000,n,ww,P,P,P,70.000000,m,Darn_that_dream.xml
